date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:20:23	77411/77411	---M--	200	added ('OK')	image/jpeg	etag:%2212e63-5c501ce0-b57a9ff7f2a829c4;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/elementor/thumbs/Ogr%c3%b3d-w-drogini-o2q6hqkd1i9ed3p33l7a4low3r0gsl4ynvrvuql09c.jpg	obierzynscy-ogrody.pl/wp-content/uploads/elementor/thumbs/Ogr%c3%b3d-w-drogini-o2q6hqkd1i9ed3p33l7a4low3r0gsl4ynvrvuql09c.jpg	(from https://obierzynscy-ogrody.pl/)
21:20:25	78026/78026	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Mar%202026%2020:20:24%20GMT	https://obierzynscy-ogrody.pl/o-nas/	obierzynscy-ogrody.pl/o-nas/index.html	(from https://obierzynscy-ogrody.pl/)
21:20:25	196260/196260	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Mar%202026%2020:20:24%20GMT	https://obierzynscy-ogrody.pl/galeria/	obierzynscy-ogrody.pl/galeria/index.html	(from https://obierzynscy-ogrody.pl/)
21:20:25	55156/55156	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Mar%202026%2020:20:25%20GMT	https://obierzynscy-ogrody.pl/projektowanie-ogrodow-2/	obierzynscy-ogrody.pl/projektowanie-ogrodow-2/index.html	(from https://obierzynscy-ogrody.pl/)
21:20:25	3010/3010	---M--	200	added ('OK')	image/png	etag:%22bc2-5c5840ef-b492da2abcfd306b;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/2019/02/projektowanie-ogrod%c3%b3w.png	obierzynscy-ogrody.pl/wp-content/uploads/2019/02/projektowanie-ogrod%c3%b3w.png	(from https://obierzynscy-ogrody.pl/)
21:20:26	55508/55508	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Mar%202026%2020:20:26%20GMT	https://obierzynscy-ogrody.pl/sciezki-komunikacyjne/	obierzynscy-ogrody.pl/sciezki-komunikacyjne/index.html	(from https://obierzynscy-ogrody.pl/)
21:20:26	54431/54431	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Mar%202026%2020:20:26%20GMT	https://obierzynscy-ogrody.pl/pielegnacja-ogrodow/	obierzynscy-ogrody.pl/pielegnacja-ogrodow/index.html	(from https://obierzynscy-ogrody.pl/)
21:20:26	62488/62488	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Mar%202026%2020:20:26%20GMT	https://obierzynscy-ogrody.pl/galeria-wizualizacji/	obierzynscy-ogrody.pl/galeria-wizualizacji/index.html	(from https://obierzynscy-ogrody.pl/)
21:20:27	828/828	---M--	200	added ('OK')	image/png	etag:%2233c-5c337465-ce82fbe4d6bcec08;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/2019/01/gardener50x50.png	obierzynscy-ogrody.pl/wp-content/uploads/2019/01/gardener50x50.png	(from https://obierzynscy-ogrody.pl/)
21:20:28	54626/54626	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Mar%202026%2020:20:28%20GMT	https://obierzynscy-ogrody.pl/oswietlenie-ogrodow/	obierzynscy-ogrody.pl/oswietlenie-ogrodow/index.html	(from https://obierzynscy-ogrody.pl/)
21:20:28	54379/54379	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Mar%202026%2020:20:28%20GMT	https://obierzynscy-ogrody.pl/trawniki-rolowane/	obierzynscy-ogrody.pl/trawniki-rolowane/index.html	(from https://obierzynscy-ogrody.pl/)
21:20:28	55872/55872	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Mar%202026%2020:20:26%20GMT	https://obierzynscy-ogrody.pl/modernizacja-ogrodow/	obierzynscy-ogrody.pl/modernizacja-ogrodow/index.html	(from https://obierzynscy-ogrody.pl/)
21:20:28	55091/55091	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Mar%202026%2020:20:28%20GMT	https://obierzynscy-ogrody.pl/systemy-automatycznego-nawadniania/	obierzynscy-ogrody.pl/systemy-automatycznego-nawadniania/index.html	(from https://obierzynscy-ogrody.pl/)
21:20:29	571/571	---M--	200	added ('OK')	image/png	etag:%2223b-5c337464-ff58a5735642a689;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/2019/01/barrow50x50.png	obierzynscy-ogrody.pl/wp-content/uploads/2019/01/barrow50x50.png	(from https://obierzynscy-ogrody.pl/)
21:20:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Mar%202026%2020:20:30%20GMT	https://obierzynscy-ogrody.pl/projektowanie-ogrodow/	obierzynscy-ogrody.pl/projektowanie-ogrodow/index.html	(from https://obierzynscy-ogrody.pl/)
21:20:30	54776/54776	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Mar%202026%2020:20:30%20GMT	https://obierzynscy-ogrody.pl/murki-skalne-i-ogrodowe/	obierzynscy-ogrody.pl/murki-skalne-i-ogrodowe/index.html	(from https://obierzynscy-ogrody.pl/)
21:20:30	54344/54344	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Mar%202026%2020:20:30%20GMT	https://obierzynscy-ogrody.pl/oczka-i-kaskady-wodne/	obierzynscy-ogrody.pl/oczka-i-kaskady-wodne/index.html	(from https://obierzynscy-ogrody.pl/)
21:20:30	60312/60312	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Mar%202026%2020:20:30%20GMT	https://obierzynscy-ogrody.pl/kontakt/	obierzynscy-ogrody.pl/kontakt/index.html	(from https://obierzynscy-ogrody.pl/)
21:20:31	478/478	---M--	200	added ('OK')	image/png	etag:%221de-5c337420-981adcf03d54cfbd;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/2017/07/pruning-shears50x50-free-img.png	obierzynscy-ogrody.pl/wp-content/uploads/2017/07/pruning-shears50x50-free-img.png	(from https://obierzynscy-ogrody.pl/)
21:20:32	2511/2511	---M--	200	added ('OK')	image/png	etag:%229cf-5c584a38-816836a9e2d26c40;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/2019/02/o%c5%9bwietlenie-ogrodu2.png	obierzynscy-ogrody.pl/wp-content/uploads/2019/02/o%c5%9bwietlenie-ogrodu2.png	(from https://obierzynscy-ogrody.pl/)
21:20:33	1961/1961	---M--	200	added ('OK')	image/png	etag:%227a9-5c5849ec-c7afcfe2e0b663dc;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/2019/02/trawniki-rolowane.png	obierzynscy-ogrody.pl/wp-content/uploads/2019/02/trawniki-rolowane.png	(from https://obierzynscy-ogrody.pl/)
21:20:33	42703/42703	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Mar%202026%2020:20:32%20GMT	https://obierzynscy-ogrody.pl/wykonywanie-ogrodow/	obierzynscy-ogrody.pl/wykonywanie-ogrodow/index.html	(from https://obierzynscy-ogrody.pl/)
21:20:34	2597/2597	---M--	200	added ('OK')	image/png	etag:%22a25-5c58424f-2c1256b4371a9a0c;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/2019/02/systemy-automatycznego-nawadniania.png	obierzynscy-ogrody.pl/wp-content/uploads/2019/02/systemy-automatycznego-nawadniania.png	(from https://obierzynscy-ogrody.pl/)
21:20:35	1447/1447	---M--	200	added ('OK')	image/png	etag:%225a7-5c619927-b472728d56016fa6;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/2019/02/wykonywanie-murk%c3%b3w-oporowych-i-skalnych.png	obierzynscy-ogrody.pl/wp-content/uploads/2019/02/wykonywanie-murk%c3%b3w-oporowych-i-skalnych.png	(from https://obierzynscy-ogrody.pl/)
21:20:36	5985/5985	---M--	200	added ('OK')	image/png	etag:%221761-5c584cbb-d3568d4a126014b3;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/2019/02/wykonywanie-oczek-wodnych-1.png	obierzynscy-ogrody.pl/wp-content/uploads/2019/02/wykonywanie-oczek-wodnych-1.png	(from https://obierzynscy-ogrody.pl/)
21:20:37	1115/1115	---M--	200	added ('OK')	image/png	etag:%2245b-5c337473-c02e3e90c30e9b5e;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/2019/01/icon1.png	obierzynscy-ogrody.pl/wp-content/uploads/2019/01/icon1.png	(from https://obierzynscy-ogrody.pl/)
21:20:38	1559/1559	---M--	200	added ('OK')	image/png	etag:%22617-5c337473-d71c98f535663f0a;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/2019/01/icon2.png	obierzynscy-ogrody.pl/wp-content/uploads/2019/01/icon2.png	(from https://obierzynscy-ogrody.pl/)
21:20:39	1460/1460	---M--	200	added ('OK')	image/png	etag:%225b4-5c337474-375b7d9b4d7de9a6;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/2019/01/icon-3.png	obierzynscy-ogrody.pl/wp-content/uploads/2019/01/icon-3.png	(from https://obierzynscy-ogrody.pl/)
21:20:40	1405/1405	---M--	200	added ('OK')	image/png	etag:%2257d-5c337475-f1942b3e378bdf75;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/2019/01/icon-4.png	obierzynscy-ogrody.pl/wp-content/uploads/2019/01/icon-4.png	(from https://obierzynscy-ogrody.pl/)
21:20:43	205815/205815	---M--	200	added ('OK')	image/jpeg	etag:%22323f7-5c5021ce-bdc7a7fababf3945;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/2019/01/ogr%c3%b3d-w-sosnowicach-przed-1024x726.jpg	obierzynscy-ogrody.pl/wp-content/uploads/2019/01/ogr%c3%b3d-w-sosnowicach-przed-1024x726.jpg	(from https://obierzynscy-ogrody.pl/)
21:20:44	62751/62751	---M--	200	added ('OK')	image/jpeg	etag:%22f51f-5c5024c5-95a05f37cef5a32;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/elementor/thumbs/ogr%c3%b3d-w-my%c5%9blenicach-przed-o2q7wd5es3xkax6f0ii0zxa5pfwj1ck0pmgdyfogx8.jpg	obierzynscy-ogrody.pl/wp-content/uploads/elementor/thumbs/ogr%c3%b3d-w-my%c5%9blenicach-przed-o2q7wd5es3xkax6f0ii0zxa5pfwj1ck0pmgdyfogx8.jpg	(from https://obierzynscy-ogrody.pl/)
21:20:45	282490/282490	---M--	200	added ('OK')	image/jpeg	etag:%2244f7a-5c50214d-9c221074b757937e;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/2019/01/Sosnowice-po-1024x726.jpg	obierzynscy-ogrody.pl/wp-content/uploads/2019/01/Sosnowice-po-1024x726.jpg	(from https://obierzynscy-ogrody.pl/)
21:20:45	72292/72292	---M--	200	added ('OK')	image/jpeg	etag:%2211a64-5c5024cc-3f7b65184fbf5247;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/elementor/thumbs/ogr%c3%b3d-w-my%c5%9blenicach-po-o2q7wofh24d068q16ndjtufou2cxlpssr6a7pr7quk.jpg	obierzynscy-ogrody.pl/wp-content/uploads/elementor/thumbs/ogr%c3%b3d-w-my%c5%9blenicach-po-o2q7wofh24d068q16ndjtufou2cxlpssr6a7pr7quk.jpg	(from https://obierzynscy-ogrody.pl/)
21:20:47	1248255/1248255	---M--	200	added ('OK')	image/jpeg	etag:%22130bff-5c41f4d8-77ca41d7a6091f2d;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/2019/01/bracia-obierzynscy2.jpg	obierzynscy-ogrody.pl/wp-content/uploads/2019/01/bracia-obierzynscy2.jpg	(from https://obierzynscy-ogrody.pl/)
21:20:47	247523/247523	---M--	200	added ('OK')	image/jpeg	etag:%223c6e3-5c503a55-c3fbc67c4798a484;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/2019/01/realizacja-ogrodu-w-%c5%82%c4%99kach-przed-1024x768.jpg	obierzynscy-ogrody.pl/wp-content/uploads/2019/01/realizacja-ogrodu-w-%c5%82%c4%99kach-przed-1024x768.jpg	(from https://obierzynscy-ogrody.pl/)
21:20:48	164408/164408	---M--	200	added ('OK')	image/jpeg	etag:%2228238-5c503a5e-3feeac8106bcbf9f;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/2019/01/realizacja-ogrodu-w-%c5%82%c4%99kach-po-1024x768.jpg	obierzynscy-ogrody.pl/wp-content/uploads/2019/01/realizacja-ogrodu-w-%c5%82%c4%99kach-po-1024x768.jpg	(from https://obierzynscy-ogrody.pl/)
21:20:48	37798/37798	---M--	200	added ('OK')	image/jpeg	etag:%2293a6-5c5c1588-743d7ed60327fa1a;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/elementor/thumbs/Realizacja-ogrodu-w-drogini-3-o2u0obr27igp9muljf8h5vok2wbq95c9cyvehcvfzg.jpg	obierzynscy-ogrody.pl/wp-content/uploads/elementor/thumbs/Realizacja-ogrodu-w-drogini-3-o2u0obr27igp9muljf8h5vok2wbq95c9cyvehcvfzg.jpg	(from https://obierzynscy-ogrody.pl/)
21:20:49	67045/67045	---M--	200	added ('OK')	image/jpeg	etag:%22105e5-5c5c1596-625503c81576f846;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/elementor/thumbs/Realizacja-ogrodu-w-drogini-4-o2u0odmql6j9wurv8g1qav7h9o2gojjq186dfwsnn0.jpg	obierzynscy-ogrody.pl/wp-content/uploads/elementor/thumbs/Realizacja-ogrodu-w-drogini-4-o2u0odmql6j9wurv8g1qav7h9o2gojjq186dfwsnn0.jpg	(from https://obierzynscy-ogrody.pl/)
21:20:50	91523/91523	---M--	200	added ('OK')	image/png	etag:%2216583-5c3c6988-3577c6b9858f1565;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/2019/01/obierzynscy-ogrody-logo-1.png	obierzynscy-ogrody.pl/wp-content/uploads/2019/01/obierzynscy-ogrody-logo-1.png	(from https://obierzynscy-ogrody.pl/)
21:20:51	36740/36740	---M--	200	added ('OK')	image/jpeg	etag:%228f84-5c503e44-7e91b7b50745c10c;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/2019/01/realizacja-slider-1.jpg	obierzynscy-ogrody.pl/wp-content/uploads/2019/01/realizacja-slider-1.jpg	(from https://obierzynscy-ogrody.pl/)
21:20:52	33631/33631	---M--	200	added ('OK')	image/jpeg	etag:%22835f-5c503e4d-27f2642f8ca2f206;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/2019/01/realizacja-slider-2.jpg	obierzynscy-ogrody.pl/wp-content/uploads/2019/01/realizacja-slider-2.jpg	(from https://obierzynscy-ogrody.pl/)
21:20:53	66164/66164	---M--	200	added ('OK')	image/jpeg	etag:%2210274-5c373a02-7f6815701660c4f9;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/2019/01/ogr%c3%b3d-japo%c5%84ski-male.jpg	obierzynscy-ogrody.pl/wp-content/uploads/2019/01/ogr%c3%b3d-japo%c5%84ski-male.jpg	(from https://obierzynscy-ogrody.pl/)
21:20:54	36134/36134	---M--	200	added ('OK')	image/jpeg	etag:%228d26-5c503e62-b4a95403828d9759;;;%22	https://obierzynscy-ogrody.pl/wp-content/uploads/2019/01/realizacja-slider3.jpg	obierzynscy-ogrody.pl/wp-content/uploads/2019/01/realizacja-slider3.jpg	(from https://obierzynscy-ogrody.pl/)
21:20:55	9701/9701	---M-Z	200	added ('OK')	text/css	etag:%2265c-5ca48c8b-0;gz%22	https://obierzynscy-ogrody.pl/wp-content/cache/minify/36925.css	obierzynscy-ogrody.pl/wp-content/cache/minify/36925.css	(from https://obierzynscy-ogrody.pl/)
21:20:56	9027/9027	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a70-5ca48c8b-0;gz%22	https://obierzynscy-ogrody.pl/wp-content/cache/minify/846b2.js	obierzynscy-ogrody.pl/wp-content/cache/minify/846b2.js	(from https://obierzynscy-ogrody.pl/)
21:20:57	10895/10895	---M-Z	200	added ('OK')	application/x-javascript	etag:%22d15-5ca48c8b-0;gz%22	https://obierzynscy-ogrody.pl/wp-content/cache/minify/0fef6.js	obierzynscy-ogrody.pl/wp-content/cache/minify/0fef6.js	(from https://obierzynscy-ogrody.pl/)
21:20:58	123689/123689	---M-Z	200	added ('OK')	application/x-javascript	etag:%227e2e-5ca48c8e-0;gz%22	https://obierzynscy-ogrody.pl/wp-content/cache/minify/e6656.js	obierzynscy-ogrody.pl/wp-content/cache/minify/e6656.js	(from https://obierzynscy-ogrody.pl/)
21:20:59	234922/234922	---M-Z	200	added ('OK')	application/x-javascript	etag:%22da28-5ca48c8e-0;gz%22	https://obierzynscy-ogrody.pl/wp-content/cache/minify/3d9a8.js	obierzynscy-ogrody.pl/wp-content/cache/minify/3d9a8.js	(from https://obierzynscy-ogrody.pl/)
21:21:00	40702/40702	---M-Z	200	added ('OK')	application/x-javascript	etag:%22287c-5ca48c8e-0;gz%22	https://obierzynscy-ogrody.pl/wp-content/cache/minify/9f110.js	obierzynscy-ogrody.pl/wp-content/cache/minify/9f110.js	(from https://obierzynscy-ogrody.pl/)
21:21:01	847/847	---M--	200	added ('OK')	image/gif	etag:%2234f-5c336863-28e6f6f0dfb4f19f;;;%22	https://obierzynscy-ogrody.pl/wp-content/plugins/contact-form-7/images/ajax-loader.gif	obierzynscy-ogrody.pl/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from https://obierzynscy-ogrody.pl/wp-content/cache/minify/2aa72.css)
21:21:02	2292/2292	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228f4-5c337411-554d09e2fb03d897;;;%22	https://obierzynscy-ogrody.pl/wp-content/plugins/so-widgets-bundle/css/slider/fonts/slider.eot?8p86w5	obierzynscy-ogrody.pl/wp-content/plugins/so-widgets-bundle/css/slider/fonts/slidere8c2.eot	(from https://obierzynscy-ogrody.pl/wp-content/cache/minify/2aa72.css)
21:21:03	2292/2292	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228f4-5c337411-554d09e2fb03d897;;;%22	https://obierzynscy-ogrody.pl/wp-content/plugins/so-widgets-bundle/css/slider/fonts/slider.eot?	obierzynscy-ogrody.pl/wp-content/plugins/so-widgets-bundle/css/slider/fonts/sliderd41d.eot	(from https://obierzynscy-ogrody.pl/wp-content/cache/minify/2aa72.css)
21:21:04	1920/1920	---M-Z	200	added ('OK')	application/x-font-woff	etag:%22780-5c337411-f592fd40507c2a5b;gz%22	https://obierzynscy-ogrody.pl/wp-content/plugins/so-widgets-bundle/css/slider/fonts/slider.woff?8p86w5	obierzynscy-ogrody.pl/wp-content/plugins/so-widgets-bundle/css/slider/fonts/slidere8c2.woff	(from https://obierzynscy-ogrody.pl/wp-content/cache/minify/2aa72.css)
21:21:05	2128/2128	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22850-5c337411-7f91b40b44b10b1c;gz%22	https://obierzynscy-ogrody.pl/wp-content/plugins/so-widgets-bundle/css/slider/fonts/slider.ttf?8p86w5	obierzynscy-ogrody.pl/wp-content/plugins/so-widgets-bundle/css/slider/fonts/slidere8c2.ttf	(from https://obierzynscy-ogrody.pl/wp-content/cache/minify/2aa72.css)
21:21:06	4140/4140	---M-Z	200	added ('OK')	image/svg+xml	etag:%22102c-5c337411-9b48d01630ffd8e1;gz%22	https://obierzynscy-ogrody.pl/wp-content/plugins/so-widgets-bundle/css/slider/fonts/slider.svg?8p86w5	obierzynscy-ogrody.pl/wp-content/plugins/so-widgets-bundle/css/slider/fonts/slidere8c2.svg	(from https://obierzynscy-ogrody.pl/wp-content/cache/minify/2aa72.css)
21:21:08	137104/137104	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2221790-5c949f6a-92d50562c2e8cc49;;;%22	https://obierzynscy-ogrody.pl/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?4.3.0	obierzynscy-ogrody.pl/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc9e4.eot	(from https://obierzynscy-ogrody.pl/wp-content/cache/minify/2aa72.css)
21:21:08	60032/60032	---M-Z	200	added ('OK')	font/woff2	etag:%22ea80-5c949f6a-aba0215767600d37;gz%22	https://obierzynscy-ogrody.pl/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?4.3.0	obierzynscy-ogrody.pl/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc9e4.woff2	(from https://obierzynscy-ogrody.pl/wp-content/cache/minify/2aa72.css)
21:21:09	72256/72256	---M-Z	200	added ('OK')	application/x-font-woff	etag:%2211a40-5c949f6a-f260c909b306ed6f;gz%22	https://obierzynscy-ogrody.pl/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?4.3.0	obierzynscy-ogrody.pl/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc9e4.woff	(from https://obierzynscy-ogrody.pl/wp-content/cache/minify/2aa72.css)
21:21:10	136944/136944	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22216f0-5c949f6a-77cee50941f295c4;gz%22	https://obierzynscy-ogrody.pl/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?4.3.0	obierzynscy-ogrody.pl/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc9e4.ttf	(from https://obierzynscy-ogrody.pl/wp-content/cache/minify/2aa72.css)
21:21:11	200132/200132	---M-Z	200	added ('OK')	image/svg+xml	etag:%2230dc4-5c949f6a-8a528fc4b88e7c8b;gz%22	https://obierzynscy-ogrody.pl/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?4.3.0	obierzynscy-ogrody.pl/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc9e4.svg	(from https://obierzynscy-ogrody.pl/wp-content/cache/minify/2aa72.css)
21:21:13	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5c949f6a-6dd855e34c74be53;;;%22	https://obierzynscy-ogrody.pl/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	obierzynscy-ogrody.pl/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://obierzynscy-ogrody.pl/wp-content/cache/minify/2aa72.css)
21:21:14	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5c949f6a-6dd855e34c74be53;;;%22	https://obierzynscy-ogrody.pl/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?	obierzynscy-ogrody.pl/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://obierzynscy-ogrody.pl/wp-content/cache/minify/2aa72.css)
